"Name","PITCHER_THROWS","pitch_type","velo","brk_x","brk_z","spin_rate","extension"
"Jack Bradfield","R","FB",97.236,-7.473,6.574,2099.992,6.2316
"Billy Heywood","L","FB",88.188,6.056,6.654,2238.781,6.0884
"Mel Clark","R","BRK",82.901,-1.359,1.434,2131.403,5.7758
"Billy Chapel","L","CH",80.265,9.243,5.144,2007.62,5.2871
"Ben Williams","L","BRK",82.361,-4.734,-1.353,2562.735,5.2323
"Billy Chapel","L","FB",88.785,5.185,11.708,2383.019,5.5627
"Terrence Mann","R","CH",83.413,-5.778,1.165,1460.986,6.2349
"Lou Collins","L","BRK",76.362,-7.594,-7.234,2719.778,5.7048
"Billy Chapel","L","BRK",76.581,-1.76,0.588,2509.581,5.3411
"Ken Strout","R","BRK",79.718,-8.874,0.946,2708.72,5.3748
"George Knox","L","FB",93.797,3.222,8.125,2619.719,6.1149
"Lou Collins","L","BRK",78.165,4.094,-9.49,2732.559,5.7548
"Rudy Bonilla","R","FB",89.087,-2.755,6.742,2009.766,6.8461
"Rudy Bonilla","R","BRK",82.381,3.311,1.537,1840.754,5.9823
"Lonnie Ritter","R","BRK",84.925,0.509,-0.45,2206.866,5.4653
"Ben Williams","L","FB",93.096,4.437,11.345,2150.471,6.313
"Charlie Donovan","R","FB",89.812,-5.524,4.533,1942.548,6.0678
"Billy Heywood","L","FB",91.33,4.648,13.824,2204.357,5.9158
"Gus Sinski","L","BRK",84.358,0.1,0.827,2611.454,5.6323
"Ed Dweeb","R","FB",92.628,11.047,5.444,2088.208,5.7662
"Billy Chapel","L","FB",89.946,7.418,4.549,2217.224,5.3502
"Charlie Donovan","R","FB",89.301,7.236,11.148,2114.655,6.1515
"Lou Brown","L","FB",89.612,8.59,6.958,2151.762,5.8246
"Mel Clark","R","BRK",81.22,2.83,-3.084,2312.962,5.5381
"Charlie Donovan","R","BRK",80.812,17.198,11.07,2433.984,5.2428
"Ken Strout","R","FB",90.27,-7.635,6.912,2295.794,6.4966
"Charlie Donovan","R","FB",89.781,7.472,13.781,1974.917,5.8528
"Charlie Donovan","R","FB",89.673,5.691,6.012,1999.077,6.2118
"Rudy Bonilla","R","BRK",77.442,2.804,0.07,2018.131,6.1365
"Jake Taylor","R","BRK",80.025,2.898,0.172,2391.799,6.4118
"Billy Chapel","L","FB",87.711,7.556,7.766,2206.786,5.3132
"Pedro Cerrano","R","FB",88.935,-5.954,10,2248.74,5.9972
"Jimmy Pena","R","FB",89.312,3.929,9.806,2229.107,6.3743
"Mickey Scales","R","FB",93.84,5.182,12.76,2395.096,6.5371
"Terrence Mann","R","FB",91.161,4.758,7.967,2237.452,6.7856
"Jim Bowers","L","FB",95.079,2.204,13.966,2431.727,6.8801
"Mickey Scales","R","BRK",82.607,3.259,3.721,2526.968,6.26
"Roger Bomman","R","BRK",78.393,-7.138,-7.067,2536.332,5.6959
"George Knox","L","FB",93.779,4.128,7.156,2518.392,6.4439
"Terrence Mann","R","FB",86.445,-5.355,3.188,1909.94,7.1953
"Mickey Scales","R","FB",93.512,-5.192,11.106,2310.132,6.6159
"Mel Clark","R","FB",91.681,-4.717,12.354,2486.857,6.3273
"Jack Bradfield","R","FB",98.771,-7.758,8.106,2217.341,5.8794
"Jim Bowers","L","FB",94.591,3.148,14.365,2434.536,6.6606
"Billy Chapel","L","FB",89.413,-3.862,9.463,2275.444,5.3586
"Billy Chapel","L","FB",89.92,4.694,10.489,2372.857,5.44
"Jimmy Pena","R","CH",82.093,-1.043,8.572,787.001,5.4176
"Billy Chapel","L","BRK",81.469,-0.375,-0.413,2667.016,5.3933
"Ben Williams","L","FB",92.548,-5.318,7.815,2003.159,6.0385
"Jack Bradfield","R","FB",92.447,-10.408,7.771,2075.915,6.1035
"Lonnie Ritter","R","BRK",85.952,1.012,-1.41,2457.887,5.6997
"Mickey Scales","R","FB",92.531,-4.003,9.935,2359.661,6.0434
"Jake Taylor","R","BRK",83.872,-1.438,-0.321,2320.488,6.6867
"George Knox","L","CH",90.382,6.455,2.481,2070.675,6.1256
"Hank Murphy","R","BRK",85.201,0.204,2.456,2791.199,5.9334
"Charlie Donovan","R","FB",91.429,5.593,8.467,2308.059,6.044
"Terrence Mann","R","BRK",79.46,5.204,2.171,2032.045,6.0234
"Jake Taylor","R","FB",93.839,5.552,6.617,2308.422,7.138
"Mel Clark","R","BRK",84.353,-1.329,0.96,2219.352,5.7535
"Lou Collins","L","CH",75.649,7.626,2.416,2436.474,6.0144
"Mickey Scales","R","CH",88.322,-2.521,11.217,2102.16,6.1152
"Davis Birch","R","BRK",74.455,7.323,-9.653,2933.661,5.7438
"Ben Williams","L","FB",94.004,-4.073,12.421,2479.703,5.8584
"Jimmy Pena","R","FB",89.366,-5.237,10.919,2362.204,6.1947
"Roger Dorn","L","FB",86.318,8.122,10.139,2221.046,6.0659
"Lou Collins","L","FB",90.115,-4.439,12.815,2256.706,5.7034
"Charlie Donovan","R","FB",92.895,2.706,8.419,2044.395,5.876
"Jim Bowers","L","FB",96.091,-2.857,9.614,2328.226,6.7074
"Mel Clark","R","BRK",85.768,-1.531,6.465,2334.29,5.8299
"Lonnie Ritter","R","FB",90.616,8.128,6.255,2067.324,5.2587
"Gus Sinski","L","BRK",74.651,-1.678,-2.869,2095.579,5.2077
"Lonnie Ritter","R","FB",93.304,8.53,7.304,2206.621,5.5728
"Jake Taylor","R","CH",87.424,4.893,2.727,2096.469,7.0732
"Gus Sinski","L","FB",85.592,9.19,4.784,1940.59,5.6885
"George Knox","L","FB",93.774,-5.848,6.755,2527.949,6.5279
"Larry Fisher","R","FB",90.472,-1.799,11.766,2204.4,6.9004
"Jim Bowers","L","FB",93.007,4.377,14.331,2499.822,6.6581
"Ben Williams","L","FB",93.901,7.157,9.863,2050.027,6.1884
"Jim Bowers","L","FB",93.789,0.077,9.824,2481.614,7.0137
"Mel Clark","R","CH",84.792,-7.853,7.679,1510.031,6.6286
"George Knox","L","FB",95.193,-4.108,6.828,2606.757,6.7603
"Charlie Donovan","R","FB",89.967,6.397,7.582,2306.416,5.9271
"Terrence Mann","R","BRK",78.399,-7.431,-1.145,1857.918,5.9459
"Davis Birch","R","FB",86.286,-4.571,0.621,2909.226,5.7247
"Jim Bowers","L","BRK",75.956,3.492,-8.668,2586.507,6.852
"Larry Fisher","R","FB",91.186,1.349,11.237,2361.288,6.3253
"Lou Collins","L","BRK",80.193,8.874,-7.771,2875.621,5.5226
"Charlie Donovan","R","FB",92.156,3.754,7.068,2160.902,6.1497
"Ben Williams","L","FB",95.34,-8.047,8.126,2129.151,5.867
"Lou Brown","L","FB",88.897,9.911,8.139,2128.118,5.9362
"Charlie Donovan","R","FB",91.983,7.505,18.152,2234.242,6.0555
"Ben Williams","L","CH",82.468,6.22,8.596,1746.322,6.2417
"Lonnie Ritter","R","BRK",82.597,0.027,-2.897,2345.694,5.6419
"Terrence Mann","R","CH",82.778,4.179,5.494,1497.114,6.359
"Terrence Mann","R","FB",90.443,7.794,4.514,2151.61,6.7046
"Ben Williams","L","FB",93.05,5.731,11.419,2240.648,6.0333
"Jim Bowers","L","BRK",74.344,1.927,-8.928,2542.663,7.103
"Pedro Cerrano","R","BRK",79.63,-0.863,1.99,2157.879,5.9945
"Gus Sinski","L","BRK",78.297,-1.952,-1.804,2154.947,5.518
"Hank Murphy","R","BRK",83.737,-2.615,-1.71,2086.981,6.572
"Ben Williams","L","BRK",80.38,6.147,-1.452,2320.677,5.2271
"Ken Strout","R","FB",92.588,8.809,10.832,2296.975,5.7628
"Ben Williams","L","FB",92.109,6.393,10.735,1778.7,6.0542
"Lou Collins","L","BRK",76.89,11.796,-7.666,2698.048,5.1533
"Mickey Hart","R","FB",90.815,-4.812,15.915,2191.714,6.8694
"Ben Williams","L","CH",82.551,5.808,9.916,1745.978,6.0791
"Jim Bowers","L","FB",94.447,-3.923,10.954,2463.001,7.0756
"Terrence Mann","R","BRK",79.072,-4.28,0.855,1862.35,5.9626
"Jake Taylor","R","BRK",81.392,-4.33,1.009,2478.101,6.7438
"Lonnie Ritter","R","FB",92.083,-8.554,8.581,1990.213,5.7103
"Ed Dweeb","R","CH",91.999,10.693,4.853,1820.003,5.7853
"Charlie Donovan","R","FB",90.231,6.69,1.909,2049.166,6.0974
"Mickey Scales","R","FB",90.778,-1.569,12.115,2197.557,6.5761
"Larry Fisher","R","BRK",80.735,-6.039,7.285,1980.531,5.7001
"Lonnie Ritter","R","BRK",86.586,-0.424,0.381,2423.596,5.8289
"Larry Fisher","R","FB",90.066,4.676,8.714,2117.37,6.7767
"Gus Sinski","L","BRK",81.161,2.639,-0.591,2303.233,5.7919
"Jim Bowers","L","BRK",74.305,3.192,-8.953,2420.256,6.6543
"Hank Murphy","R","FB",91.716,3.057,7.797,2444.447,6.5911
"Ken Strout","R","FB",92.846,-4.259,10.045,2471.655,6.3515
"Billy Chapel","L","BRK",78.718,4.632,-2.438,2743.243,5.2562
"Roger Dorn","L","CH",79.185,8.382,7.324,2172.492,5.7724
"Billy Chapel","L","FB",88.348,6.64,7.403,2040.561,5.4897
"Davis Birch","R","BRK",75.612,-6.285,-9.485,2926.926,4.8268
"Davis Birch","R","FB",88.294,2.41,6.892,2788.724,5.8033
"Lonnie Ritter","R","FB",93.304,-9.974,7.046,2012.226,5.7339
"Roger Dorn","L","BRK",74.555,-4.107,-4.967,2604.721,5.6964
"Terrence Mann","R","CH",79.961,-7.47,9.361,1540.671,7.1426
"Larry Fisher","R","FB",90.857,4.509,10.875,2325.517,6.5266
"Hank Murphy","R","BRK",83.703,0.761,1.801,2760.696,NA
"Hank Murphy","R","FB",93.646,3.289,9.272,2648.355,6.7428
"Jack Bradfield","R","FB",97.041,-9.082,7.173,2132.073,6.1558
"Lonnie Ritter","R","FB",93.528,6.137,7.193,2051.748,5.4221
"Mickey Scales","R","FB",93.508,-4.26,13.748,2350.716,6.5785
"Lou Collins","L","CH",76.449,9.489,0.422,2274.877,6.6197
"Bo Gentry","L","FB",88.792,-6.438,5.422,1772.911,5.9013
"Jack Bradfield","R","BRK",84.709,-1.671,-0.698,1870.833,5.2359
"Gus Sinski","L","BRK",78.866,-3.99,-3.867,2274.097,5.3321
"Charlie Donovan","R","FB",92.34,-5.259,9.274,2090.946,5.5812
"Terrence Mann","R","FB",86.55,-7.089,7.478,1968.796,6.644
"Roger Dorn","L","BRK",74.695,-3.837,-4.251,2653.635,5.7558
"Ben Williams","L","FB",94.485,7.856,7.828,1857.341,5.887
"Hank Murphy","R","BRK",85.391,-0.514,5.061,2823.79,6.1646
"Billy Chapel","L","BRK",80.073,-3.969,-2.582,2761.207,5.1775
"Ben Williams","L","FB",94.871,7.115,8.774,2233.781,5.8071
"Larry Fisher","R","CH",82.408,-6.686,-0.321,1195.49,6.6912
"Ben Williams","L","FB",92.733,5.299,11.404,2247.081,6.0285
"Mel Clark","R","BRK",83.417,0.188,1.241,2195.204,5.9876
"Terrence Mann","R","BRK",79.192,8.257,1.218,1842.538,6.2337
"George Knox","L","FB",92.178,6.424,10.507,2550.375,7.6062
"Mel Clark","R","FB",96.712,6.344,11.425,2574.807,6.3752
"Billy Chapel","L","BRK",77.679,4.261,-2.185,2510.798,5.1348
"Pedro Cerrano","R","FB",87.838,-4.563,9.288,2179.125,6.5657
"Hank Murphy","R","FB",91.245,-6.239,6.797,2395.131,6.3458
"Roger Dorn","L","CH",80.046,-8.302,6.945,2276.645,5.8838
"Jimmy Pena","R","CH",84.201,2.698,6.207,816.27,5.7106
"Charlie Donovan","R","FB",88.866,-8.875,4.702,2174.258,6.3322
"Billy Chapel","L","FB",89.712,-3.191,8.149,2145.799,5.53
"Billy Chapel","L","BRK",81.256,-4.599,-2.374,2680.045,5.2279
"Lou Brown","L","BRK",88.674,-2.149,17.306,2195.328,5.6522
"Mickey Scales","R","CH",84.991,-8.166,8.649,1947.331,6.4387
"Ken Strout","R","FB",90.246,4.405,10.351,2341.955,6.5859
"Gus Sinski","L","BRK",75.458,3.004,-0.062,2333.823,5.763
"Hank Murphy","R","BRK",85.44,0.022,0.776,2779.649,6.2111
"Ben Williams","L","FB",94.36,5.359,12.387,2291.889,6.0025
"Gus Sinski","L","FB",83.302,6.226,6.043,1933.905,5.8597
"Jack Bradfield","R","FB",96.107,-8.147,5.655,2116.435,6.1509
"Ben Williams","L","FB",92.233,-5.804,11.117,2287.132,6.0158
"Lonnie Ritter","R","FB",91.597,-7.778,9.243,2180.584,5.7169
"Ken Strout","R","FB",90.211,4.544,8.596,2489.885,6.3048
"Terrence Mann","R","BRK",80.028,-8.159,1.62,1986.632,6.0393
"Charlie Donovan","R","BRK",76.997,-2.645,-2.479,2390.556,5.2379
"Rudy Bonilla","R","FB",90.356,6.827,8.568,2011.089,6.1326
"Terrence Mann","R","FB",88.653,-5.809,12.574,2196.439,6.9862
"Lou Collins","L","FB",90.462,4.661,11.08,1921.565,5.4351
"Ken Strout","R","BRK",79.738,6.991,-4.471,2649.294,5.7682
"Lou Collins","L","FB",90.441,3.603,11.373,2061.826,6.0565
"Larry Fisher","R","BRK",84.165,-1.186,5.008,1985.518,6.3786
"Charlie Donovan","R","CH",83.166,-10.704,16.297,2022.306,5.5407
"Ben Williams","L","FB",92.955,4.325,9.087,1934.871,6.3363
"Pedro Cerrano","R","FB",86.909,-8.223,10.267,2122.089,5.9661
"Billy Heywood","L","BRK",74.829,-7.037,-1.968,2192.175,5.6315
"Lou Collins","L","FB",88.74,5.745,12.531,2140.459,5.9418
"Hank Murphy","R","FB",94.044,5.344,5.384,2502.847,7.0586
"Roger Dorn","L","FB",88.961,8.921,12.82,2356.507,6.0744
"Ed Dweeb","R","FB",94.42,-13.369,1.273,1944.865,5.8284
"Ken Strout","R","FB",91.503,10.02,9.37,2282.934,6.2623
"Ben Williams","L","CH",82.536,6.747,7.353,1721.571,6.3723
"Lonnie Ritter","R","FB",94.686,-8.718,7.366,2229.996,5.5912
"Hank Murphy","R","FB",92.371,5.629,6.319,2343.638,6.9678
"Ben Williams","L","FB",93.293,3.185,9.658,2246.708,6.1631
"Jack Bradfield","R","FB",96.386,7.775,9.551,2172.021,5.7454
"Davis Birch","R","BRK",74.104,3.617,-8.85,2902.491,4.9382
"Lou Collins","L","BRK",78.645,7.583,-7.695,2737.987,5.6454
"Mickey Scales","R","FB",93.39,5.889,14.328,2417.736,6.4579
"George Knox","L","BRK",84.41,4.055,2.595,2616.107,5.9295
"Lou Brown","L","FB",88.705,8.49,7.292,2136.258,6.0475
"Charlie Donovan","R","FB",88.64,-8.459,3.414,2075.183,6.4336
"Ken Strout","R","FB",93.454,-3.947,10.09,2497.495,6.3769
"Terrence Mann","R","FB",87.891,-9.077,3.42,2219.375,6.9608
"Terrence Mann","R","CH",84.102,-6.452,1.615,1505.491,6.2783
"Mickey Hart","R","FB",91.74,0.284,15.292,2074.571,6.7477
"Ken Strout","R","BRK",81.252,-7.862,-3.788,2824.565,5.6349
"Roger Bomman","R","FB",92.107,-3.59,8.181,2254.378,6.1473
"Larry Fisher","R","CH",81.341,-5.798,6.174,1370.666,6.3005
"Ben Williams","L","FB",94.104,-6.159,10.623,2103.154,6.1968
"Mel Clark","R","CH",85.067,5.968,4.798,1609.388,6.6566
"Charlie Donovan","R","FB",89.545,8.934,10.501,1987.117,6.1586
"Hank Murphy","R","FB",94.092,-2.713,7.061,2407.344,7.0244
"Lonnie Ritter","R","FB",92.016,-1.753,4.105,1959.917,5.8918
"Lonnie Ritter","R","FB",92.412,7.715,7.818,2084.484,5.6097
"Charlie Donovan","R","BRK",77.411,2.527,-3.77,2309.025,5.3164
"Larry Fisher","R","FB",85.202,-6.776,4.624,1928.629,6.2617
"Mickey Scales","R","FB",91.739,-4.791,8.797,2293.455,6.1758
"Ben Williams","L","BRK",79.655,5.423,-1.308,2292.662,5.4383
"Mickey Scales","R","FB",91.875,2.026,11.375,2268.298,6.7567
"Billy Chapel","L","FB",90.132,-4.874,11.359,2190.623,5.5906
"Jim Bowers","L","FB",95.049,-2.632,12.584,2180.731,7.1509
"Ken Strout","R","BRK",80.508,9.066,-2.976,2696.375,5.3388
"Hank Murphy","R","FB",92.717,-4.221,6.528,2539.576,6.9316
"Billy Chapel","L","FB",92.315,7.446,7.221,2319.778,5.4305
"Jake Taylor","R","CH",85.694,7.436,4.532,2011.057,6.7992
"Terrence Mann","R","FB",88.522,-3.513,9.316,1884.207,7.2154
"Billy Chapel","L","FB",87.529,9.143,8.205,2267.497,5.9482
"Lou Brown","L","FB",88.875,10.102,7.046,1973.276,5.9905
"Billy Chapel","L","FB",89.694,8.059,9.623,2290.693,5.2769
"Charlie Donovan","R","FB",90.01,8.198,7.485,1955.952,6.1052
"Hank Murphy","R","FB",93.167,-4.19,7.609,2459.662,6.5689
"Rudy Bonilla","R","FB",90.984,7.744,6.872,2041.43,6.1371
"Roger Bomman","R","FB",91.186,-4.398,8.961,2357.077,6.4277
"Mel Clark","R","BRK",80.465,2.803,0.763,2222.757,5.6376
"Lou Brown","L","FB",90.601,10.508,7.742,1968.29,6.0298
"Jack Bradfield","R","FB",93.372,5.072,8.762,1949.685,6.1977
"Ben Williams","L","FB",93.137,8.145,12.938,2325.025,5.8996
"Larry Fisher","R","BRK",80.825,-4.196,2.969,2035.908,5.8666
"Ken Strout","R","FB",94.114,-4.604,7.763,2585.141,6.2662
"Ken Strout","R","CH",83.883,10.198,9.923,1944.17,5.7818
"Roger Dorn","L","FB",88.592,9.09,8.66,2393.233,6.3937
"Mickey Hart","R","FB",89.653,5.792,13.825,2092.22,6.3612
"Mickey Scales","R","FB",92.996,-3.624,14.64,2283.857,6.9439
"Terrence Mann","R","BRK",78.18,6.412,0.217,1916.792,6.189
"Lou Collins","L","BRK",75.568,-8.887,-8.255,2627.029,5.229
"Ben Williams","L","CH",83.397,9.7,5.822,1669.72,5.8305
"Mickey Scales","R","FB",92.576,-6.524,10.515,2378.158,5.8371
"Hank Murphy","R","FB",92.068,6.275,5.783,2489.708,7.2668
"Lou Brown","L","FB",90.157,-9.036,5.413,2104.949,6.0519
"Ben Williams","L","CH",83.559,-4.452,9.754,1875.04,6.0691
"Mickey Scales","R","FB",94.554,4.502,13.601,2385.889,6.4736
"Jack Bradfield","R","BRK",86.755,7.679,0.888,1955.693,5.7702
"Roger Dorn","L","FB",87.765,-10.547,8.432,2393.015,6.6233
"Lonnie Ritter","R","FB",94.383,-7.59,8.147,2052.256,5.695
"Billy Chapel","L","BRK",79.066,5.583,-1.762,2786.485,5.159
"Rigo Sanchez","L","BRK",79.616,-2.163,-6.136,2617.178,6.0136
"Mel Clark","R","BRK",84.831,0.646,1.261,2188.694,6.1011
"Jim Bowers","L","FB",93.094,-1.097,12.633,2455.219,7.4243
"Roger Dorn","L","CH",79.861,-10.973,7.1,2150.109,6.3591
"Ben Williams","L","FB",94.365,5.218,11.51,2286.813,5.8414
"Billy Chapel","L","CH",83.433,10.218,3.958,1740.204,5.5554
"Roger Bomman","R","BRK",77.822,-5.711,-6.631,2301.82,5.0287
"Lou Brown","L","FB",89.861,8.678,6.069,2181.925,5.9261
"Mel Clark","R","FB",93.931,-6.86,9.421,2449.533,6.1432
"Charlie Donovan","R","FB",92.47,-3.385,7.035,1885.949,5.7477
"Lonnie Ritter","R","BRK",83.53,-1.53,-3.927,2408.746,5.1962
"Billy Chapel","L","BRK",78.949,1.446,-0.049,2541.563,5.1336
"Billy Heywood","L","FB",90.396,7.593,9.248,2187.274,6.0725
"Davis Birch","R","BRK",75.129,-9.436,-10.398,2939.316,6.0698
"George Knox","L","FB",95.522,-6.118,6.688,2442.968,6.9055
"Lou Brown","L","FB",90.172,9.625,6.69,2198.23,5.9141
"Terrence Mann","R","FB",89.766,4.97,10.202,1936.562,6.8396
"Terrence Mann","R","FB",89.514,9.41,6.206,2214.74,6.7034
"Roger Bomman","R","BRK",77.674,4.379,-7.521,2247.292,5.9396
"Lonnie Ritter","R","BRK",86.265,-0.044,-1.442,2395.092,4.995
"Roger Bomman","R","CH",90.118,8.449,7.432,2153.521,6.4198
"Davis Birch","R","BRK",77.829,8.856,-10.624,3134.243,5.6943
"George Knox","L","FB",92.751,-2.325,8.55,2535.756,7.1158
"Roger Dorn","L","BRK",77.785,-4.471,-5.289,2648.041,6.152
"Rudy Bonilla","R","FB",89.404,-4.208,9.275,1900.969,6.6051
"Billy Chapel","L","BRK",81.087,3.516,-3.983,2745.811,5.0265
"Ben Williams","L","FB",96.47,6.189,10.738,2267.701,6.097
"Jake Taylor","R","BRK",79.337,0.541,-0.913,2447.914,6.4136
"George Knox","L","FB",93.814,10.938,6.494,2505.989,7.8072
"Davis Birch","R","BRK",73.563,2.545,-11.666,2936.071,5.4148
"Lou Brown","L","BRK",76.446,-3.184,1.508,2030.022,5.5717
"Ben Williams","L","FB",92.471,5.277,10.755,2382.374,6.0616
"Charlie Donovan","R","CH",84.756,8.213,0.833,1495.534,6.6457
"Larry Fisher","R","BRK",85.523,-3.362,1.765,1855.767,6.6262
"Pedro Cerrano","R","FB",85.661,-4.338,8.781,2149.041,6.0229
"Davis Birch","R","FB",86.844,-0.185,5.093,2792.205,4.9346
"Lonnie Ritter","R","FB",93.157,-7.586,8.002,2005.548,5.8813
"Pedro Cerrano","R","FB",87.511,8.857,8.327,1989.781,6.5766
"Roger Bomman","R","FB",93.096,-7.418,6.591,2585.975,6.3401
"George Knox","L","BRK",83.988,-3.493,4.422,2440.267,6.0265
"Davis Birch","R","FB",83.801,-1.305,8.257,2413.021,5.3277
"Lonnie Ritter","R","BRK",86.079,-0.538,1.183,2299.97,5.566
"Roger Dorn","L","FB",90.617,-9.425,9.284,2334.558,5.335
"Charlie Donovan","R","FB",92.104,-5.931,6.65,1920.597,6.1138
"Jack Bradfield","R","BRK",87.344,2.186,3.143,2000.554,5.423
"Pedro Cerrano","R","BRK",77.025,1.689,0.583,2119.605,5.7692
"Billy Chapel","L","BRK",81.297,4.021,3.792,2567.583,5.4178
"Larry Fisher","R","BRK",82.636,-1.557,2.826,1956.34,6.1581
"Ken Strout","R","BRK",76.534,18.378,-1.631,2613.439,5.0659
"Terrence Mann","R","FB",91.253,8.753,8.692,2281.702,6.9404
"Rudy Bonilla","R","FB",92.353,-5.297,6.584,2023.206,6.2874
"Billy Chapel","L","FB",87.48,-11.45,7.189,2366.517,5.9635
"Pedro Cerrano","R","FB",87.167,-3.154,8.215,2160.109,6.226
"Terrence Mann","R","FB",88.582,10.668,1.275,2102.072,6.7511
"Pedro Cerrano","R","FB",87.209,-7.082,9.716,2326.547,6.2065
"Lou Brown","L","FB",91.976,9.334,8.103,2232.512,5.8604
"Lonnie Ritter","R","BRK",84.442,-0.887,-3.51,2436.902,4.7772
"Charlie Donovan","R","FB",87.879,7.048,3.67,2037.26,6.3236
"Ken Strout","R","BRK",79.234,-7.273,-3.73,2637.663,4.8025
"Roger Dorn","L","FB",88.419,11.697,8.827,2383.652,6.3161
"Mel Clark","R","CH",85.153,9.623,7.919,1585.578,6.6075
"Lonnie Ritter","R","BRK",85.807,-0.995,-3.507,2452.24,5.4746
"Larry Fisher","R","FB",91.667,-2.145,8.302,2396.949,6.3803
"Jim Bowers","L","FB",95.132,3.639,13.039,2308.389,7.1473
"Jimmy Pena","R","BRK",81.706,8.19,7.689,2183.637,5.3431
"Ken Strout","R","FB",89.16,4.638,9.777,2151.368,6.1153
"Terrence Mann","R","BRK",78.034,8.529,1.974,1806.64,5.8322
"Mickey Scales","R","BRK",79.315,3.883,0.237,2559.951,5.5144
"Lou Collins","L","CH",74.763,6.082,0.635,2296.393,6.0969
"Roger Bomman","R","FB",93.061,5.125,8.741,2605.742,6.4886
"Roger Dorn","L","FB",87.465,5.665,11.705,2384.271,6.0088
"Hank Murphy","R","BRK",88.209,1.047,1.729,2813.642,5.9959
"Terrence Mann","R","BRK",76.003,5.708,-0.503,1921.933,6.1626
"Charlie Donovan","R","FB",88.699,-7.702,9.365,1940.409,5.9608
"Larry Fisher","R","BRK",82.085,-4.572,5.296,2228.23,6.0323
"Ben Williams","L","FB",93.727,-7.207,8.356,2088.858,5.974
"Mickey Scales","R","FB",90.439,-5.122,13.592,2183.408,6.137
"Mickey Scales","R","FB",94.655,-6.531,11.818,2387.583,6.5861
"Mel Clark","R","BRK",78.248,-3.754,0.458,2168.106,5.5394
"Roger Dorn","L","FB",86.35,11.205,8.006,2344.73,6.1029
"Larry Fisher","R","FB",91.708,3.719,7.946,2274.552,6.4057
"Lou Collins","L","FB",89.559,-4.984,10.082,2111.948,5.7343
"Davis Birch","R","FB",84.739,5.864,5.026,2687.463,5.7187
"Lonnie Ritter","R","FB",94.399,-9.572,4.985,2131.906,5.6469
"Ben Williams","L","FB",92.646,5.956,11.391,2032.434,6.1845
"Charlie Donovan","R","FB",90.083,-5.903,9.52,2091.108,5.8366
"Roger Dorn","L","FB",86.043,-10.952,11.197,2204.569,6.0695
"Charlie Donovan","R","FB",93.019,-5.117,9.325,2112.464,6.1967
"Ed Dweeb","R","BRK",83.502,3.143,1.195,2187.759,5.5467
"Davis Birch","R","FB",85.95,6.033,2.018,2633.257,5.6536
"Mel Clark","R","BRK",84.251,2.194,1.764,2291.232,6.0966
"Billy Chapel","L","FB",71.718,11.196,6.73,2495.705,5.0175
"Rigo Sanchez","L","FB",90.448,0,11.347,2019.655,5.9603
"Larry Fisher","R","FB",91.537,4.843,10.664,2256.645,6.3931
"Ben Williams","L","FB",92.742,-8.016,11.127,2022.116,6.1469
"Roger Dorn","L","BRK",75.165,-4.453,-8.414,2700.755,5.9973
"Lonnie Ritter","R","BRK",82.696,2.057,-4.158,2457.35,4.9951
"Ken Strout","R","FB",92.32,3.646,9.803,2507.799,6.0428
"Rudy Bonilla","R","BRK",77.555,0.408,-1.745,2036.36,5.6284
"Charlie Donovan","R","FB",88.271,4.347,6.866,1743.824,6.3458
"Lou Collins","L","CH",73.898,10.584,0.021,2400.268,5.9929
"Rigo Sanchez","L","FB",89.357,0.257,13.435,2105.679,5.5005
"Charlie Donovan","R","FB",94.479,5.787,7.502,2289.721,6.2772
"Pedro Cerrano","R","CH",85.1,5.556,6.702,1637.282,6.0959
"Billy Heywood","L","BRK",73.594,9.242,1.373,2308.139,5.4734
"Lonnie Ritter","R","FB",93.313,8.276,7.713,2277.882,6.2456
"Terrence Mann","R","FB",85.438,-0.834,11.404,2012.011,7.0196
"George Knox","L","BRK",83.122,7.766,0.494,2394.887,6.0202
"Lou Brown","L","FB",89.754,6.516,10.404,2105.231,5.9345
"Ben Williams","L","BRK",83.825,3.5,4.473,2400.691,5.4762
"Davis Birch","R","BRK",75.595,5.17,-9.626,2995.755,5.1287
"Jack Bradfield","R","FB",95.22,-10.69,7.174,2113.321,5.8892
"Rudy Bonilla","R","BRK",79.445,2.811,3.187,1933.707,5.8434
"Charlie Donovan","R","FB",89.917,-6.536,11.154,2241.077,5.6747
"Larry Fisher","R","FB",89.814,3.409,6.367,2044.958,6.9675
"Lou Brown","L","FB",88.973,7.403,6.702,2055.135,5.8297
"Terrence Mann","R","FB",90.623,-7.058,7.699,2077.555,6.7559
"Roger Bomman","R","FB",92.14,-3.807,10.519,2372.37,6.1768
"Pedro Cerrano","R","BRK",78.248,0.694,-0.912,2236.724,5.7219
"Lou Brown","L","FB",87.558,9.092,6.453,2048.957,5.9529
"Mickey Scales","R","FB",92.255,4.808,5.663,2299.535,6.225
"Terrence Mann","R","FB",93.134,-5.572,8.669,2341.839,6.6811
"Pedro Cerrano","R","FB",88.335,-6.63,8.045,2209.794,6.0763
"Larry Fisher","R","FB",91.528,0.082,8.607,1842.638,6.9584
"Jack Bradfield","R","FB",96.789,12.511,9.864,2229.669,6.1387
"Gus Sinski","L","FB",91.131,-6.758,5.194,2193.275,5.5656
